Var1,Var2,Var3,Var4,Freq
2018,0,Playter Estates-Danforth (67),9,7
2019,0,Playter Estates-Danforth (67),9,12
2020,0,Playter Estates-Danforth (67),9,2
2016,1,Playter Estates-Danforth (67),9,0
2017,1,Playter Estates-Danforth (67),9,0
2018,1,Playter Estates-Danforth (67),9,0
2019,1,Playter Estates-Danforth (67),9,0
2020,1,Playter Estates-Danforth (67),9,0
2016,2,Playter Estates-Danforth (67),9,0
2017,2,Playter Estates-Danforth (67),9,0
2018,2,Playter Estates-Danforth (67),9,0
2019,2,Playter Estates-Danforth (67),9,0
2020,2,Playter Estates-Danforth (67),9,0
2016,3,Playter Estates-Danforth (67),9,0
2017,3,Playter Estates-Danforth (67),9,0
2018,3,Playter Estates-Danforth (67),9,0
2019,3,Playter Estates-Danforth (67),9,0
2020,3,Playter Estates-Danforth (67),9,0
2016,0,Pleasant View (46),9,16
2017,0,Pleasant View (46),9,17
2018,0,Pleasant View (46),9,20
2019,0,Pleasant View (46),9,9
2020,0,Pleasant View (46),9,7
2016,1,Pleasant View (46),9,0
2017,1,Pleasant View (46),9,0
2018,1,Pleasant View (46),9,0
2019,1,Pleasant View (46),9,0
2020,1,Pleasant View (46),9,0
2016,2,Pleasant View (46),9,0
2017,2,Pleasant View (46),9,0
2018,2,Pleasant View (46),9,0
2019,2,Pleasant View (46),9,0
2020,2,Pleasant View (46),9,0
2016,3,Pleasant View (46),9,0
2017,3,Pleasant View (46),9,0
2018,3,Pleasant View (46),9,0
2019,3,Pleasant View (46),9,0
2020,3,Pleasant View (46),9,0
2016,0,Princess-Rosethorn (10),9,3
2017,0,Princess-Rosethorn (10),9,4
2018,0,Princess-Rosethorn (10),9,5
2019,0,Princess-Rosethorn (10),9,7
2020,0,Princess-Rosethorn (10),9,7
2016,1,Princess-Rosethorn (10),9,0
2017,1,Princess-Rosethorn (10),9,0
2018,1,Princess-Rosethorn (10),9,0
2019,1,Princess-Rosethorn (10),9,0
2020,1,Princess-Rosethorn (10),9,0
2016,2,Princess-Rosethorn (10),9,0
2017,2,Princess-Rosethorn (10),9,0
2018,2,Princess-Rosethorn (10),9,0
2019,2,Princess-Rosethorn (10),9,0
2020,2,Princess-Rosethorn (10),9,0
2016,3,Princess-Rosethorn (10),9,0
2017,3,Princess-Rosethorn (10),9,0
2018,3,Princess-Rosethorn (10),9,0
2019,3,Princess-Rosethorn (10),9,0
2020,3,Princess-Rosethorn (10),9,0
2016,0,Regent Park (72),9,17
2017,0,Regent Park (72),9,11
2018,0,Regent Park (72),9,11
2019,0,Regent Park (72),9,6
2020,0,Regent Park (72),9,9
2016,1,Regent Park (72),9,0
2017,1,Regent Park (72),9,0
2018,1,Regent Park (72),9,0
2019,1,Regent Park (72),9,0
2020,1,Regent Park (72),9,0
2016,2,Regent Park (72),9,0
2017,2,Regent Park (72),9,0
2018,2,Regent Park (72),9,0
2019,2,Regent Park (72),9,0
2020,2,Regent Park (72),9,0
2016,3,Regent Park (72),9,0
2017,3,Regent Park (72),9,0
2018,3,Regent Park (72),9,0
2019,3,Regent Park (72),9,0
2020,3,Regent Park (72),9,0
2016,0,Rexdale-Kipling (4),9,10
2017,0,Rexdale-Kipling (4),9,11
2018,0,Rexdale-Kipling (4),9,2
2019,0,Rexdale-Kipling (4),9,11
2020,0,Rexdale-Kipling (4),9,5
2016,1,Rexdale-Kipling (4),9,0
2017,1,Rexdale-Kipling (4),9,0
2018,1,Rexdale-Kipling (4),9,0
2019,1,Rexdale-Kipling (4),9,0
2020,1,Rexdale-Kipling (4),9,0
2016,2,Rexdale-Kipling (4),9,0
2017,2,Rexdale-Kipling (4),9,0
2018,2,Rexdale-Kipling (4),9,0
2019,2,Rexdale-Kipling (4),9,0
2020,2,Rexdale-Kipling (4),9,0
2016,3,Rexdale-Kipling (4),9,0
2017,3,Rexdale-Kipling (4),9,0
2018,3,Rexdale-Kipling (4),9,0
2019,3,Rexdale-Kipling (4),9,0
2020,3,Rexdale-Kipling (4),9,0
2016,0,Rockcliffe-Smythe (111),9,28
2017,0,Rockcliffe-Smythe (111),9,21
2018,0,Rockcliffe-Smythe (111),9,35
2019,0,Rockcliffe-Smythe (111),9,18
2020,0,Rockcliffe-Smythe (111),9,17
2016,1,Rockcliffe-Smythe (111),9,0
2017,1,Rockcliffe-Smythe (111),9,0
2018,1,Rockcliffe-Smythe (111),9,0
2019,1,Rockcliffe-Smythe (111),9,0
2020,1,Rockcliffe-Smythe (111),9,0
2016,2,Rockcliffe-Smythe (111),9,0
2017,2,Rockcliffe-Smythe (111),9,0
2018,2,Rockcliffe-Smythe (111),9,0
2019,2,Rockcliffe-Smythe (111),9,0
2020,2,Rockcliffe-Smythe (111),9,0
2016,3,Rockcliffe-Smythe (111),9,0
2017,3,Rockcliffe-Smythe (111),9,0
2018,3,Rockcliffe-Smythe (111),9,0
2019,3,Rockcliffe-Smythe (111),9,0
2020,3,Rockcliffe-Smythe (111),9,0
2016,0,Roncesvalles (86),9,13
2017,0,Roncesvalles (86),9,18
2018,0,Roncesvalles (86),9,13
2019,0,Roncesvalles (86),9,25
2020,0,Roncesvalles (86),9,8
2016,1,Roncesvalles (86),9,0
2017,1,Roncesvalles (86),9,0
2018,1,Roncesvalles (86),9,0
2019,1,Roncesvalles (86),9,0
2020,1,Roncesvalles (86),9,0
2016,2,Roncesvalles (86),9,0
2017,2,Roncesvalles (86),9,0
2018,2,Roncesvalles (86),9,0
2019,2,Roncesvalles (86),9,0
2020,2,Roncesvalles (86),9,0
2016,3,Roncesvalles (86),9,0
2017,3,Roncesvalles (86),9,0
2018,3,Roncesvalles (86),9,0
2019,3,Roncesvalles (86),9,0
2020,3,Roncesvalles (86),9,0
2016,0,Rosedale-Moore Park (98),9,32
2017,0,Rosedale-Moore Park (98),9,27
2018,0,Rosedale-Moore Park (98),9,32
2019,0,Rosedale-Moore Park (98),9,26
2020,0,Rosedale-Moore Park (98),9,12
2016,1,Rosedale-Moore Park (98),9,0
2017,1,Rosedale-Moore Park (98),9,0
2018,1,Rosedale-Moore Park (98),9,0
2019,1,Rosedale-Moore Park (98),9,0
2020,1,Rosedale-Moore Park (98),9,0
2016,2,Rosedale-Moore Park (98),9,0
2017,2,Rosedale-Moore Park (98),9,0
2018,2,Rosedale-Moore Park (98),9,0
2019,2,Rosedale-Moore Park (98),9,0
2020,2,Rosedale-Moore Park (98),9,0
2016,3,Rosedale-Moore Park (98),9,0
2017,3,Rosedale-Moore Park (98),9,0
2018,3,Rosedale-Moore Park (98),9,0
2019,3,Rosedale-Moore Park (98),9,0
2020,3,Rosedale-Moore Park (98),9,0
2016,0,Rouge (131),9,53
2017,0,Rouge (131),9,55
2018,0,Rouge (131),9,49
2019,0,Rouge (131),9,53
2020,0,Rouge (131),9,29
2016,1,Rouge (131),9,0
2017,1,Rouge (131),9,0
2018,1,Rouge (131),9,0
2019,1,Rouge (131),9,0
2020,1,Rouge (131),9,0
2016,2,Rouge (131),9,0
2017,2,Rouge (131),9,0
2018,2,Rouge (131),9,0
2019,2,Rouge (131),9,0
2020,2,Rouge (131),9,0
2016,3,Rouge (131),9,0
2017,3,Rouge (131),9,0
2018,3,Rouge (131),9,0
2019,3,Rouge (131),9,0
2020,3,Rouge (131),9,0
2016,0,Runnymede-Bloor West Village (89),9,6
2017,0,Runnymede-Bloor West Village (89),9,16
2018,0,Runnymede-Bloor West Village (89),9,11
2019,0,Runnymede-Bloor West Village (89),9,12
2020,0,Runnymede-Bloor West Village (89),9,5
2016,1,Runnymede-Bloor West Village (89),9,0
2017,1,Runnymede-Bloor West Village (89),9,0
2018,1,Runnymede-Bloor West Village (89),9,0
2019,1,Runnymede-Bloor West Village (89),9,0
2020,1,Runnymede-Bloor West Village (89),9,0
2016,2,Runnymede-Bloor West Village (89),9,0
2017,2,Runnymede-Bloor West Village (89),9,0
2018,2,Runnymede-Bloor West Village (89),9,0
2019,2,Runnymede-Bloor West Village (89),9,0
2020,2,Runnymede-Bloor West Village (89),9,0
2016,3,Runnymede-Bloor West Village (89),9,0
2017,3,Runnymede-Bloor West Village (89),9,0
2018,3,Runnymede-Bloor West Village (89),9,0
2019,3,Runnymede-Bloor West Village (89),9,0
2020,3,Runnymede-Bloor West Village (89),9,0
2016,0,Rustic (28),9,9
2017,0,Rustic (28),9,7
2018,0,Rustic (28),9,6
2019,0,Rustic (28),9,19
2020,0,Rustic (28),9,5
2016,1,Rustic (28),9,0
2017,1,Rustic (28),9,0
2018,1,Rustic (28),9,0
2019,1,Rustic (28),9,0
2020,1,Rustic (28),9,0
2016,2,Rustic (28),9,0
2017,2,Rustic (28),9,0
2018,2,Rustic (28),9,0
2019,2,Rustic (28),9,0
2020,2,Rustic (28),9,0
2016,3,Rustic (28),9,0
2017,3,Rustic (28),9,0
2018,3,Rustic (28),9,0
2019,3,Rustic (28),9,0
2020,3,Rustic (28),9,0
2016,0,Scarborough Village (139),9,10
2017,0,Scarborough Village (139),9,17
2018,0,Scarborough Village (139),9,9
2019,0,Scarborough Village (139),9,8
2020,0,Scarborough Village (139),9,7
2016,1,Scarborough Village (139),9,0
2017,1,Scarborough Village (139),9,0
2018,1,Scarborough Village (139),9,0
2019,1,Scarborough Village (139),9,0
2020,1,Scarborough Village (139),9,0
2016,2,Scarborough Village (139),9,0
2017,2,Scarborough Village (139),9,0
2018,2,Scarborough Village (139),9,0
2019,2,Scarborough Village (139),9,0
2020,2,Scarborough Village (139),9,0
2016,3,Scarborough Village (139),9,0
2017,3,Scarborough Village (139),9,0
2018,3,Scarborough Village (139),9,0
2019,3,Scarborough Village (139),9,0
2020,3,Scarborough Village (139),9,0
2016,0,South Parkdale (85),9,51
2017,0,South Parkdale (85),9,64
2018,0,South Parkdale (85),9,54
2019,0,South Parkdale (85),9,72
2020,0,South Parkdale (85),9,25
2016,1,South Parkdale (85),9,0
2017,1,South Parkdale (85),9,1
2018,1,South Parkdale (85),9,0
2019,1,South Parkdale (85),9,0
2020,1,South Parkdale (85),9,0
2016,2,South Parkdale (85),9,0
2017,2,South Parkdale (85),9,0
2018,2,South Parkdale (85),9,0
2019,2,South Parkdale (85),9,0
2020,2,South Parkdale (85),9,0
2016,3,South Parkdale (85),9,0
2017,3,South Parkdale (85),9,0
2018,3,South Parkdale (85),9,0
2019,3,South Parkdale (85),9,0
2020,3,South Parkdale (85),9,0
2016,0,South Riverdale (70),9,44
2017,0,South Riverdale (70),9,52
2018,0,South Riverdale (70),9,58
2019,0,South Riverdale (70),9,44
2020,0,South Riverdale (70),9,27
2016,1,South Riverdale (70),9,0
2017,1,South Riverdale (70),9,0
2018,1,South Riverdale (70),9,0
2019,1,South Riverdale (70),9,0
2020,1,South Riverdale (70),9,0
2016,2,South Riverdale (70),9,0
2017,2,South Riverdale (70),9,0
2018,2,South Riverdale (70),9,0
2019,2,South Riverdale (70),9,0
2020,2,South Riverdale (70),9,0
2016,3,South Riverdale (70),9,0
2017,3,South Riverdale (70),9,0
2018,3,South Riverdale (70),9,0
2019,3,South Riverdale (70),9,0
2020,3,South Riverdale (70),9,0
2016,0,St.Andrew-Windfields (40),9,57
2017,0,St.Andrew-Windfields (40),9,45
2018,0,St.Andrew-Windfields (40),9,43
2019,0,St.Andrew-Windfields (40),9,40
2020,0,St.Andrew-Windfields (40),9,25
2016,1,St.Andrew-Windfields (40),9,0
2017,1,St.Andrew-Windfields (40),9,0
2018,1,St.Andrew-Windfields (40),9,0
2019,1,St.Andrew-Windfields (40),9,0
2020,1,St.Andrew-Windfields (40),9,0
2016,2,St.Andrew-Windfields (40),9,0
2017,2,St.Andrew-Windfields (40),9,0
2018,2,St.Andrew-Windfields (40),9,0
2019,2,St.Andrew-Windfields (40),9,0
2020,2,St.Andrew-Windfields (40),9,0
2016,3,St.Andrew-Windfields (40),9,0
2017,3,St.Andrew-Windfields (40),9,0
2018,3,St.Andrew-Windfields (40),9,0
2019,3,St.Andrew-Windfields (40),9,0
2020,3,St.Andrew-Windfields (40),9,0
2016,0,Steeles (116),9,33
2017,0,Steeles (116),9,24
2018,0,Steeles (116),9,21
2019,0,Steeles (116),9,22
2020,0,Steeles (116),9,12
2016,1,Steeles (116),9,0
2017,1,Steeles (116),9,0
2018,1,Steeles (116),9,1
2019,1,Steeles (116),9,1
2020,1,Steeles (116),9,0
2016,2,Steeles (116),9,0
2017,2,Steeles (116),9,0
2018,2,Steeles (116),9,0
2019,2,Steeles (116),9,0
2020,2,Steeles (116),9,0
2016,3,Steeles (116),9,0
2017,3,Steeles (116),9,0
2018,3,Steeles (116),9,0
2019,3,Steeles (116),9,0
2020,3,Steeles (116),9,0
2016,0,Stonegate-Queensway (16),9,24
2017,0,Stonegate-Queensway (16),9,25
2018,0,Stonegate-Queensway (16),9,25
2019,0,Stonegate-Queensway (16),9,30
2020,0,Stonegate-Queensway (16),9,17
2016,1,Stonegate-Queensway (16),9,0
2017,1,Stonegate-Queensway (16),9,0
2018,1,Stonegate-Queensway (16),9,0
2019,1,Stonegate-Queensway (16),9,0
2020,1,Stonegate-Queensway (16),9,0
2016,2,Stonegate-Queensway (16),9,0
2017,2,Stonegate-Queensway (16),9,0
2018,2,Stonegate-Queensway (16),9,0
2019,2,Stonegate-Queensway (16),9,0
2020,2,Stonegate-Queensway (16),9,0
2016,3,Stonegate-Queensway (16),9,0
2017,3,Stonegate-Queensway (16),9,0
2018,3,Stonegate-Queensway (16),9,0
2019,3,Stonegate-Queensway (16),9,0
2020,3,Stonegate-Queensway (16),9,0
2016,0,Tam OShanter-Sullivan (118),9,40
2017,0,Tam OShanter-Sullivan (118),9,28
2018,0,Tam OShanter-Sullivan (118),9,35
2019,0,Tam OShanter-Sullivan (118),9,33
2020,0,Tam OShanter-Sullivan (118),9,13
2016,1,Tam OShanter-Sullivan (118),9,0
2017,1,Tam OShanter-Sullivan (118),9,0
2018,1,Tam OShanter-Sullivan (118),9,0
2019,1,Tam OShanter-Sullivan (118),9,0
2020,1,Tam OShanter-Sullivan (118),9,0
2016,2,Tam OShanter-Sullivan (118),9,0
2017,2,Tam OShanter-Sullivan (118),9,0
2018,2,Tam OShanter-Sullivan (118),9,0
2019,2,Tam OShanter-Sullivan (118),9,0
2020,2,Tam OShanter-Sullivan (118),9,0
2016,3,Tam OShanter-Sullivan (118),9,0
2017,3,Tam OShanter-Sullivan (118),9,0
2018,3,Tam OShanter-Sullivan (118),9,0
2019,3,Tam OShanter-Sullivan (118),9,0
2020,3,Tam OShanter-Sullivan (118),9,0
2016,0,Taylor-Massey (61),9,7
2017,0,Taylor-Massey (61),9,3
2018,0,Taylor-Massey (61),9,9
2019,0,Taylor-Massey (61),9,4
2020,0,Taylor-Massey (61),9,3
2016,1,Taylor-Massey (61),9,0
2017,1,Taylor-Massey (61),9,0
2018,1,Taylor-Massey (61),9,0
2019,1,Taylor-Massey (61),9,0
2020,1,Taylor-Massey (61),9,0
2016,2,Taylor-Massey (61),9,0
2017,2,Taylor-Massey (61),9,0
2018,2,Taylor-Massey (61),9,0
2019,2,Taylor-Massey (61),9,0
2020,2,Taylor-Massey (61),9,0
2016,3,Taylor-Massey (61),9,0
2017,3,Taylor-Massey (61),9,0
2018,3,Taylor-Massey (61),9,0
2019,3,Taylor-Massey (61),9,0
2020,3,Taylor-Massey (61),9,0
2016,0,The Beaches (63),9,34
2017,0,The Beaches (63),9,24
2018,0,The Beaches (63),9,32
2019,0,The Beaches (63),9,30
2020,0,The Beaches (63),9,15
2016,1,The Beaches (63),9,1
2017,1,The Beaches (63),9,0
2018,1,The Beaches (63),9,0
2019,1,The Beaches (63),9,0
2020,1,The Beaches (63),9,0
2016,2,The Beaches (63),9,0
2017,2,The Beaches (63),9,0
2018,2,The Beaches (63),9,0
2019,2,The Beaches (63),9,0
2020,2,The Beaches (63),9,0
2016,3,The Beaches (63),9,0
2017,3,The Beaches (63),9,0
2018,3,The Beaches (63),9,0
2019,3,The Beaches (63),9,0
2020,3,The Beaches (63),9,0
2016,0,Thistletown-Beaumond Heights (3),9,10
2017,0,Thistletown-Beaumond Heights (3),9,10
2018,0,Thistletown-Beaumond Heights (3),9,12
2019,0,Thistletown-Beaumond Heights (3),9,15
2020,0,Thistletown-Beaumond Heights (3),9,5
2016,1,Thistletown-Beaumond Heights (3),9,0
2017,1,Thistletown-Beaumond Heights (3),9,0
2018,1,Thistletown-Beaumond Heights (3),9,0
2019,1,Thistletown-Beaumond Heights (3),9,0
2020,1,Thistletown-Beaumond Heights (3),9,0
2016,2,Thistletown-Beaumond Heights (3),9,0
2017,2,Thistletown-Beaumond Heights (3),9,0
2018,2,Thistletown-Beaumond Heights (3),9,0
2019,2,Thistletown-Beaumond Heights (3),9,0
2020,2,Thistletown-Beaumond Heights (3),9,0
2016,3,Thistletown-Beaumond Heights (3),9,0
2017,3,Thistletown-Beaumond Heights (3),9,0
2018,3,Thistletown-Beaumond Heights (3),9,0
2019,3,Thistletown-Beaumond Heights (3),9,0
2020,3,Thistletown-Beaumond Heights (3),9,0
2016,0,Thorncliffe Park (55),9,15
2017,0,Thorncliffe Park (55),9,16
2018,0,Thorncliffe Park (55),9,12
2019,0,Thorncliffe Park (55),9,15
2020,0,Thorncliffe Park (55),9,7
2016,1,Thorncliffe Park (55),9,0
2017,1,Thorncliffe Park (55),9,0
2018,1,Thorncliffe Park (55),9,0
2019,1,Thorncliffe Park (55),9,0
2020,1,Thorncliffe Park (55),9,0
2016,2,Thorncliffe Park (55),9,0
2017,2,Thorncliffe Park (55),9,0
2018,2,Thorncliffe Park (55),9,0
2019,2,Thorncliffe Park (55),9,0
2020,2,Thorncliffe Park (55),9,0
2016,3,Thorncliffe Park (55),9,0
2017,3,Thorncliffe Park (55),9,0
2018,3,Thorncliffe Park (55),9,0
2019,3,Thorncliffe Park (55),9,0
2020,3,Thorncliffe Park (55),9,0
2016,0,Trinity-Bellwoods (81),9,15
2017,0,Trinity-Bellwoods (81),9,15
2018,0,Trinity-Bellwoods (81),9,30
2019,0,Trinity-Bellwoods (81),9,25
2020,0,Trinity-Bellwoods (81),9,3
2016,1,Trinity-Bellwoods (81),9,0
2017,1,Trinity-Bellwoods (81),9,0
2018,1,Trinity-Bellwoods (81),9,0
2019,1,Trinity-Bellwoods (81),9,0
2020,1,Trinity-Bellwoods (81),9,0
2016,2,Trinity-Bellwoods (81),9,0
2017,2,Trinity-Bellwoods (81),9,0
2018,2,Trinity-Bellwoods (81),9,0
2019,2,Trinity-Bellwoods (81),9,0
2020,2,Trinity-Bellwoods (81),9,0
2016,3,Trinity-Bellwoods (81),9,0
2017,3,Trinity-Bellwoods (81),9,0
2018,3,Trinity-Bellwoods (81),9,0
2019,3,Trinity-Bellwoods (81),9,0
2020,3,Trinity-Bellwoods (81),9,0
2016,0,University (79),9,21
2017,0,University (79),9,21
2018,0,University (79),9,21
2019,0,University (79),9,27
2020,0,University (79),9,9
2016,1,University (79),9,0
2017,1,University (79),9,0
2018,1,University (79),9,0
2019,1,University (79),9,0
2020,1,University (79),9,0
2016,2,University (79),9,0
2017,2,University (79),9,0
2018,2,University (79),9,0
2019,2,University (79),9,0
2020,2,University (79),9,0
2016,3,University (79),9,0
2017,3,University (79),9,0
2018,3,University (79),9,0
2019,3,University (79),9,0
2020,3,University (79),9,0
2016,0,Victoria Village (43),9,19
2017,0,Victoria Village (43),9,25
2018,0,Victoria Village (43),9,11
2019,0,Victoria Village (43),9,24
2020,0,Victoria Village (43),9,9
2016,1,Victoria Village (43),9,0
2017,1,Victoria Village (43),9,0
2018,1,Victoria Village (43),9,0
2019,1,Victoria Village (43),9,0
2020,1,Victoria Village (43),9,0
2016,2,Victoria Village (43),9,0
2017,2,Victoria Village (43),9,0
2018,2,Victoria Village (43),9,0
2019,2,Victoria Village (43),9,0
2020,2,Victoria Village (43),9,0
2016,3,Victoria Village (43),9,0
2017,3,Victoria Village (43),9,0
2018,3,Victoria Village (43),9,0
2019,3,Victoria Village (43),9,0
2020,3,Victoria Village (43),9,0
2016,0,Waterfront Communities-The Island (77),9,108
2017,0,Waterfront Communities-The Island (77),9,121
2018,0,Waterfront Communities-The Island (77),9,121
2019,0,Waterfront Communities-The Island (77),9,153
2020,0,Waterfront Communities-The Island (77),9,66
2016,1,Waterfront Communities-The Island (77),9,0
2017,1,Waterfront Communities-The Island (77),9,0
2018,1,Waterfront Communities-The Island (77),9,0
2019,1,Waterfront Communities-The Island (77),9,0
2020,1,Waterfront Communities-The Island (77),9,0
2016,2,Waterfront Communities-The Island (77),9,0
2017,2,Waterfront Communities-The Island (77),9,0
2018,2,Waterfront Communities-The Island (77),9,0
2019,2,Waterfront Communities-The Island (77),9,0
2020,2,Waterfront Communities-The Island (77),9,0
2016,3,Waterfront Communities-The Island (77),9,0
2017,3,Waterfront Communities-The Island (77),9,0
2018,3,Waterfront Communities-The Island (77),9,0
2019,3,Waterfront Communities-The Island (77),9,0
2020,3,Waterfront Communities-The Island (77),9,0
2016,0,West Hill (136),9,17
2017,0,West Hill (136),9,21
2018,0,West Hill (136),9,23
2019,0,West Hill (136),9,20
2020,0,West Hill (136),9,18
2016,1,West Hill (136),9,0
2017,1,West Hill (136),9,0
2018,1,West Hill (136),9,0
2019,1,West Hill (136),9,0
2020,1,West Hill (136),9,1
2016,2,West Hill (136),9,0
2017,2,West Hill (136),9,0
2018,2,West Hill (136),9,0
2019,2,West Hill (136),9,0
2020,2,West Hill (136),9,0
2016,3,West Hill (136),9,0
2017,3,West Hill (136),9,0
2018,3,West Hill (136),9,0
2019,3,West Hill (136),9,0
2020,3,West Hill (136),9,0
2016,0,West Humber-Clairville (1),9,56
2017,0,West Humber-Clairville (1),9,55
2018,0,West Humber-Clairville (1),9,82
2019,0,West Humber-Clairville (1),9,84
2020,0,West Humber-Clairville (1),9,41
2016,1,West Humber-Clairville (1),9,0
2017,1,West Humber-Clairville (1),9,0
2018,1,West Humber-Clairville (1),9,0
2019,1,West Humber-Clairville (1),9,0
2020,1,West Humber-Clairville (1),9,0
2016,2,West Humber-Clairville (1),9,0
2017,2,West Humber-Clairville (1),9,0
2018,2,West Humber-Clairville (1),9,0
2019,2,West Humber-Clairville (1),9,0
2020,2,West Humber-Clairville (1),9,0
2016,3,West Humber-Clairville (1),9,0
2017,3,West Humber-Clairville (1),9,0
2018,3,West Humber-Clairville (1),9,0
2019,3,West Humber-Clairville (1),9,0
2020,3,West Humber-Clairville (1),9,0
2016,0,Westminster-Branson (35),9,27
2017,0,Westminster-Branson (35),9,15
2018,0,Westminster-Branson (35),9,15
2019,0,Westminster-Branson (35),9,8
2020,0,Westminster-Branson (35),9,5
2016,1,Westminster-Branson (35),9,0
2017,1,Westminster-Branson (35),9,0
2018,1,Westminster-Branson (35),9,0
2019,1,Westminster-Branson (35),9,0
2020,1,Westminster-Branson (35),9,0
2016,2,Westminster-Branson (35),9,0
2017,2,Westminster-Branson (35),9,0
2018,2,Westminster-Branson (35),9,0
2019,2,Westminster-Branson (35),9,0
2020,2,Westminster-Branson (35),9,0
2016,3,Westminster-Branson (35),9,0
2017,3,Westminster-Branson (35),9,0
2018,3,Westminster-Branson (35),9,0
2019,3,Westminster-Branson (35),9,0
2020,3,Westminster-Branson (35),9,0
2016,0,Weston (113),9,13
2017,0,Weston (113),9,12
2018,0,Weston (113),9,12
2019,0,Weston (113),9,15
2020,0,Weston (113),9,13
2016,1,Weston (113),9,0
2017,1,Weston (113),9,0
2018,1,Weston (113),9,0
2019,1,Weston (113),9,0
2020,1,Weston (113),9,0
2016,2,Weston (113),9,0
2017,2,Weston (113),9,0
2018,2,Weston (113),9,0
2019,2,Weston (113),9,0
2020,2,Weston (113),9,0
2016,3,Weston (113),9,0
2017,3,Weston (113),9,0
2018,3,Weston (113),9,0
2019,3,Weston (113),9,0
2020,3,Weston (113),9,0
2016,0,Weston-Pellam Park (91),9,10
2017,0,Weston-Pellam Park (91),9,7
2018,0,Weston-Pellam Park (91),9,10
2019,0,Weston-Pellam Park (91),9,8
2020,0,Weston-Pellam Park (91),9,5
2016,1,Weston-Pellam Park (91),9,0
2017,1,Weston-Pellam Park (91),9,0
2018,1,Weston-Pellam Park (91),9,0
2019,1,Weston-Pellam Park (91),9,0
2020,1,Weston-Pellam Park (91),9,0
2016,2,Weston-Pellam Park (91),9,0
2017,2,Weston-Pellam Park (91),9,0
2018,2,Weston-Pellam Park (91),9,0
2019,2,Weston-Pellam Park (91),9,0
2020,2,Weston-Pellam Park (91),9,0
2016,3,Weston-Pellam Park (91),9,0
2017,3,Weston-Pellam Park (91),9,0
2018,3,Weston-Pellam Park (91),9,0
2019,3,Weston-Pellam Park (91),9,0
2020,3,Weston-Pellam Park (91),9,0
2016,0,Wexford/Maryvale (119),9,97
2017,0,Wexford/Maryvale (119),9,71
2018,0,Wexford/Maryvale (119),9,89
2019,0,Wexford/Maryvale (119),9,75
2020,0,Wexford/Maryvale (119),9,33
2016,1,Wexford/Maryvale (119),9,0
2017,1,Wexford/Maryvale (119),9,0
2018,1,Wexford/Maryvale (119),9,0
2019,1,Wexford/Maryvale (119),9,1
2020,1,Wexford/Maryvale (119),9,0
2016,2,Wexford/Maryvale (119),9,0
2017,2,Wexford/Maryvale (119),9,0
2018,2,Wexford/Maryvale (119),9,0
2019,2,Wexford/Maryvale (119),9,0
2020,2,Wexford/Maryvale (119),9,0
2016,3,Wexford/Maryvale (119),9,0
2017,3,Wexford/Maryvale (119),9,0
2018,3,Wexford/Maryvale (119),9,0
2019,3,Wexford/Maryvale (119),9,0
2020,3,Wexford/Maryvale (119),9,0
2016,0,Willowdale East (51),9,55
2017,0,Willowdale East (51),9,42
2018,0,Willowdale East (51),9,38
2019,0,Willowdale East (51),9,31
2020,0,Willowdale East (51),9,14
2016,1,Willowdale East (51),9,0
2017,1,Willowdale East (51),9,0
2018,1,Willowdale East (51),9,0
2019,1,Willowdale East (51),9,1
2020,1,Willowdale East (51),9,0
2016,2,Willowdale East (51),9,0
2017,2,Willowdale East (51),9,0
2018,2,Willowdale East (51),9,0
2019,2,Willowdale East (51),9,0
2020,2,Willowdale East (51),9,0
2016,3,Willowdale East (51),9,0
2017,3,Willowdale East (51),9,0
2018,3,Willowdale East (51),9,0
2019,3,Willowdale East (51),9,0
2020,3,Willowdale East (51),9,0
2016,0,Willowdale West (37),9,16
2017,0,Willowdale West (37),9,13
2018,0,Willowdale West (37),9,11
2019,0,Willowdale West (37),9,10
2020,0,Willowdale West (37),9,5
2016,1,Willowdale West (37),9,0
2017,1,Willowdale West (37),9,0
2018,1,Willowdale West (37),9,0
2019,1,Willowdale West (37),9,0
2020,1,Willowdale West (37),9,0
2016,2,Willowdale West (37),9,0
2017,2,Willowdale West (37),9,0
2018,2,Willowdale West (37),9,0
2019,2,Willowdale West (37),9,0
2020,2,Willowdale West (37),9,0
2016,3,Willowdale West (37),9,0
2017,3,Willowdale West (37),9,0
2018,3,Willowdale West (37),9,0
2019,3,Willowdale West (37),9,0
2020,3,Willowdale West (37),9,0
2016,0,Willowridge-Martingrove-Richview (7),9,19
2017,0,Willowridge-Martingrove-Richview (7),9,24
2018,0,Willowridge-Martingrove-Richview (7),9,18
2019,0,Willowridge-Martingrove-Richview (7),9,27
2020,0,Willowridge-Martingrove-Richview (7),9,12
2016,1,Willowridge-Martingrove-Richview (7),9,0
2017,1,Willowridge-Martingrove-Richview (7),9,0
2018,1,Willowridge-Martingrove-Richview (7),9,0
2019,1,Willowridge-Martingrove-Richview (7),9,0
2020,1,Willowridge-Martingrove-Richview (7),9,0
2016,2,Willowridge-Martingrove-Richview (7),9,0
2017,2,Willowridge-Martingrove-Richview (7),9,0
2018,2,Willowridge-Martingrove-Richview (7),9,0
2019,2,Willowridge-Martingrove-Richview (7),9,0
2020,2,Willowridge-Martingrove-Richview (7),9,0
